original_node_id,mapped_node_index,PC1,PC2,PC3,cluster_label,role,pagerank,betweenness_centrality,hits_authority,hits_hub,participation_coefficient,I_popularity,I_authority,I_hub,I_bridge,I_local,I_engagement,I_hidden
175,175,-3.3093930875245783,0.6977446133185167,-0.6032823649942486,1,Global Influencer,-0.5158322175453798,-0.3238916997238868,-0.059704863306916385,-0.0611568936671584,-0.6625565064327426,0.16098708712320453,-1.2766522797066173,-4.0863553356705555,-0.9132230035628081,0.11828430918696287,-0.8468456116655227,-0.14516088047041065
176,176,4.61597348893907,-0.5866858815841091,1.4101589367715899,3,Information Spreader,-0.34092329468685195,-0.24132435079533707,-0.05970486330691553,-0.06115689366716006,0.9360973748970911,0.6036390551812842,0.38367020004665975,4.344943083363712,0.7679982266955753,2.608787738577708,2.389279212074869,0.8735381539967896
177,177,3.1560809691015863,-0.18347518613831432,-1.4214513218041778,3,Information Spreader,0.3589664951885341,-0.30554081600981126,-0.05970486330691622,-0.061156893667158777,2.534751256226925,0.4613236331520506,1.0835599899220452,3.2985831611432443,2.3024356428109347,-0.5109265400216783,1.1605919072204245,1.0633236471151133
178,178,-0.1600725210980947,3.1625114532733622,0.887752444363152,5,Hidden / Niche Influencer,0.2071828389055857,-0.31930384033779446,-0.059704863306917995,-0.06115689366715851,0.7016281389687149,3.8758730462078455,0.931776333639095,-0.22875796097765455,0.4555495012247417,4.459294848866026,1.8143059885188844,1.379322299435386
179,179,-3.3184253301270195,0.5840069909012631,-0.5803977745647485,1,Global Influencer,-0.12627725330228337,-0.3238916997238868,-0.059704863306916205,-0.0611568936671584,-0.6625565064327426,-0.030865885789102293,-0.8870973154635209,-4.0863553356705555,-0.9132230035628081,-0.3736613550871022,-1.428253548820926,-0.14866813168274506
180,180,1.8152285569509041,-0.2530062898205127,-1.4715318095708998,5,Hidden / Niche Influencer,-0.08098770822505302,-0.2660914163340927,-0.05970486330691619,-0.0611568936671584,1.4689820020070359,0.023298042720760137,0.643605786508458,1.217575810694687,1.2761157882667642,-1.068847305406669,0.20187597199434618,-1.656904562987642
181,181,-0.7519154496209524,1.061255556070457,-0.1397931278026431,5,Hidden / Niche Influencer,0.8786230447165158,-0.27618247359205056,-0.05970486330691619,-0.06115689366715843,-0.6625565064327426,1.6333583052973368,1.6032165394500268,-0.06267065126563093,-0.8655137774309719,0.10425060304972456,0.9784915118255788,0.6042261879750906
182,182,-2.4795043176886598,1.9636527702541817,-1.176197456484508,1,Global Influencer,-0.27547349382954883,-0.3238916997238868,-0.05970486330691644,-0.0611568936671584,1.4689820020070359,1.3897591624894199,0.449120000903962,-4.0863553356705555,1.2183155048769705,0.0679870728454941,-0.7045292621865036,0.5586745291832097
183,183,-3.410859587200022,0.5154793850878239,-0.4451904180223321,1,Global Influencer,-0.35507692351055214,-0.3238916997238868,-0.059704863306916024,-0.0611568936671584,-0.6625565064327426,0.0002573825681007613,-1.1158969856717895,-4.0863553356705555,-0.9132230035628081,-0.650133908877462,-1.1683306102554543,-1.6794116117557887
184,184,-0.5920262674593465,-2.0145816770267695,-1.5367450444140223,0,Hub / Broadcaster,-0.7341952739135483,-0.3238916997238868,-0.05970486330691619,-0.061156893667158395,-0.6625565064327426,-3.3629257632002636,-1.4950153360747858,-0.0940626412236694,-0.9132230035628081,-1.8752995027518864,-1.445148652630086,-0.44549860454807555
185,185,-3.433514341703179,0.4079858323525411,-0.3464321164801229,1,Global Influencer,-0.29559708274510615,-0.3238916997238868,-0.05970486330691629,-0.0611568936671584,-0.6625565064327426,-0.20339129069251283,-1.0564171449063438,-4.0863553356705555,-0.9132230035628081,-0.9025889294376982,-1.4314591242815138,-1.5770542430624919
186,186,4.401053417387844,0.808830511140728,0.6096049775028534,2,Bridge / Broker,0.28621611622313003,5.384808008308428,-0.05970486330691622,-0.06115689366715853,1.2321443899581714,0.8585245284315774,1.0108096109566411,3.254573474323899,6.690177600860421,1.1338095974150852,1.4301417033655865,1.894790434828524
187,187,2.009061710512393,-2.183707893254595,-0.31778278942617316,0,Hub / Broadcaster,-0.7341952739135483,-0.3238916997238868,-0.05970486330691619,-0.06115689366715859,-0.6625565064327426,-3.3629257632002636,-0.00960177918003724,2.463068435307541,-0.9132230035628081,-0.7780893301163051,-0.5425122279932422,0.19932629398258012
188,188,5.217109355044193,-1.622601431198488,-0.003497902813339809,3,Information Spreader,-0.6438568959192602,-0.19821772696061532,-0.05970486330691605,-0.0611568936671585,2.534751256226925,-0.563845283967488,0.08073659881425099,4.778647657886377,2.409758731860131,-0.5332720660334227,1.244441201156706,0.8543347815550713
189,189,-4.4284547966619705,-1.8894688688650267,1.5337815850355632,6,Community Leader Group,-0.7341952739135483,-0.3238916997238868,-0.05970486330691619,-0.0611568936671584,-0.6625565064327426,-3.3629257632002636,-2.9804288929695346,-4.0863553356705555,-0.9132230035628081,-3.758079113891087,-2.705983026830257,-1.4677685844221182
190,190,-2.472371557225865,3.799578004385221,0.24317210519838897,1,Global Influencer,3.529087679402159,-0.3238916997238868,-0.05970486330691665,-0.0611568936671584,-0.6625565064327426,5.870867425117433,4.25368117413567,-4.0863553356705555,-0.9132230035628081,1.8246693512790348,-0.027982172790198545,1.5224810190785414
191,191,-3.3526904300897713,0.41520188660963164,-0.6355712814104657,1,Global Influencer,-0.5623683211585861,-0.3238916997238868,-0.059704863306916205,-0.0611568936671584,-0.6625565064327426,-0.40654294671572644,-1.3231883833198235,-4.0863553356705555,-0.9132230035628081,-0.40270962103876184,-1.3678395418912475,-0.15645387569682234
192,192,-1.7206008554818968,-1.7418505517705654,-1.170695035553758,0,Hub / Broadcaster,-0.7341952739135483,-0.3238916997238868,-0.05970486330691619,-0.06115689366715835,-0.6625565064327426,-3.3629257632002636,-1.4950153360747858,-0.4461215799227132,-0.9132230035628081,-2.240104950557032,-1.3420127879084747,-0.48584311212254305
193,193,2.1994880849331846,-2.1366396762872832,-1.5778869577522854,0,Hub / Broadcaster,-0.7341952739135483,-0.3238916997238868,-0.05970486330691619,-0.06115689366715901,1.4689820020070359,-3.3629257632002636,-0.00960177918003724,2.7205098136149055,1.2183155048769705,-2.3039504674296767,-0.2850708496858769,0.07601418737259968
194,194,0.7566410791354384,-2.5695023179330243,-1.2693770924088992,0,Hub / Broadcaster,-0.7341952739135483,-0.3238916997238868,-0.05970486330691619,-0.06115689366715838,-0.6625565064327426,-3.3629257632002636,-1.4950153360747858,0.9829977388787486,-0.9132230035628081,-2.1877863254522647,-1.3193059612635554,-0.4393085056247171
195,195,1.5649103013602654,-0.11657223559136608,-0.8604241963884776,5,Hidden / Niche Influencer,-0.505945945789795,-0.13953244610340176,-0.059704863306916066,-0.061156893667159894,-0.6625565064327426,0.019372485659351346,0.21864754894371619,1.9976713617181125,-0.7288637499423231,1.0079242444370191,1.4030042035211063,-0.2693200782796303
